Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
,,1330409215,1369330796,1372891301,
,,1330409377,1369330905,1372891486,
,,1330409995,1369331280,1372891657,
,,1330410167,1369331800,1372891954,
,,1330410691,1369331890,1372892475,
,,1330410794,1369332322,1372892882,
,,1330411089,1369332666,1372893214,
,,1330411561,1369332970,1372893882,
,,1330412379,1369334015,1372894025,
,,1330413209,1369336999,1372894589,
,,1330413662,1369338051,1372894777,
,,1330414274,1369339490,1372895024,
,,1330415006,1369347722,1372895150,
,,1330415105,1369351935,1372896076,
,,1330415706,1369351980,1372896351,
,,1330415921,1369352343,1372896692,
,,1330416296,1369355728,1372897105,
,,1330416492,1369355806,1372897551,
,,1330416855,1369355903,1372897799,
,,1330552546,1369355972,1372898044,
,,1330552860,1369356177,1372934315,
,,1330663688,1369356408,1372934817,
,,1330664213,1369356810,1372935089,
,,1330664565,1369356914,1372935295,
,,1330664909,1369357119,1372935691,
,,1330665042,1369361204,1372936135,
,,1330665340,1369362788,1372936271,
,,1330665788,1369363398,1372936350,
,,1330666024,1369366377,1372936882,
,,1330666159,1369366638,1372946407,
,,1330666622,1369370409,1372946536,
,,1330667570,1369370540,1372946746,
,,1330667670,1369374428,1372957146,
,,1330667972,1369374579,1372957795,
,,1330668333,1369376061,1372966710,
,,1330668617,1369376541,1372967225,
,,1330668963,1369377583,1372967720,
,,1330669564,1369377697,1372967825,
,,1330669740,1369378019,1372967919,
,,1330669945,1369378184,1372971101,
,,1330670037,1369378429,1373026161,
,,1330670225,1369378502,1373026307,
,,1330670316,1369382919,1373026866,
,,1330670472,1369383123,1373033632,
,,1330670864,1369383533,1373034479,
,,1330671340,1369383658,1373034634,
,,1330671529,1369386019,1373035095,
,,1330671993,1369387243,1373035214,
,,1330672264,1369388190,1373036099,
,,1330672525,1369388303,1373036650,
,,1330673207,1369388957,1373037170,
,,1330673726,1369389249,1373037368,
,,1330673961,1369412379,1373038457,
,,1330674087,1369412525,1373039247,
,,1330674710,1369413672,1373039478,
,,1330674793,1369414311,1373040061,
,,1330675199,1369416579,1373040249,
,,1330675661,1369416765,1373040424,
,,1330675960,1369420984,1373040687,
,,1330676745,1369421955,1373040827,
,,1330676849,1369423242,1373041074,
,,1330677188,1369423990,1373041374,
,,1330677308,1369424303,1373041534,
,,1330677704,1369425000,1373041706,
,,1330677804,1369426476,1373041808,
,,1330735590,1369426853,1373042006,
,,1330735937,1369427367,1373042169,
,,1330736488,1369427632,1373042332,
,,1330736768,1369428630,1373042455,
,,1330737955,1369429249,1373043002,
,,1330738168,1369431409,1373043249,
,,1330739550,1369432530,1373043352,
,,1330740346,1369432817,1373043456,
,,1330740535,1369444847,1373043540,
,,1330789596,1369446953,1373043807,
,,1330789976,1369448001,1373044176,
,,1330796042,1369452776,1373044286,
,,1330802838,1369453355,1373044755,
,,1330805786,1369461845,1373044901,
,,1330806259,1369462268,1373045080,
,,1330806775,1369462883,1373045773,
,,1330807061,1369472809,1373048222,
,,1330807410,1369472873,1373048430,
,,1330808019,1369474045,1373048555,
,,1330808261,1369497827,1373049023,
,,1330808863,1369498241,1373051989,
,,1330809534,1369499794,1373052127,
,,1330810210,1369500203,1373052432,
,,1330810616,1369501508,1373055257,
,,1330810874,1369501787,1373055555,
,,1330810955,1369502135,1373058234,
,,1330811949,1369502336,1373058521,
,,1330812770,1369502479,1373063304,
,,1330813418,1369518442,1373064896,
,,1330813832,1369518931,1373065319,
,,1330814852,1369521447,1373065434,
,,1330815281,1369525473,1373066245,
,,1330816000,1369525729,1373066320,
,,1330816322,1369525817,1373196704,
,,1330825439,1369528159,1373204787,
,,1330825607,1369528368,1373204883,
,,1330825907,1369533974,1373205283,
,,1330826210,1369540328,1373206338,
,,1330827896,1369541405,1373206569,
,,1330828483,1369541598,1373206645,
,,1330829127,1369541849,1373207117,
,,1330829533,1369542026,1373238659,
,,1330830731,1369543785,1373238729,
,,1330832748,1369543907,1373238881,
,,1330833108,1369544094,1373239187,
,,1330833577,1369561892,1373239852,
,,1330834394,1369586082,1373240181,
,,1330834642,1369586150,1373240314,
,,1330836240,1369586431,1373240774,
,,1330836728,1369591735,1373242443,
,,1330837454,1369592260,1373242551,
,,1330920517,1369592379,1373242625,
,,1330920658,1369592721,1373243315,
,,1330920893,1369593518,1373243510,
,,1330921242,1369599114,1373243933,
,,1330921569,1369599193,1373244563,
,,1330922366,1369599671,1373244614,
,,1330923014,1369600014,1373244927,
,,1330923221,1369601768,1373281999,
,,1330923623,1369602505,1373282329,
,,1330923764,1369616670,1373282862,
,,1330924199,1369616775,1373283103,
,,1330924785,1369617103,1373283509,
,,1330925235,1369617520,1373283636,
,,1330925720,1369624955,1373283930,
,,1330925979,1369669791,1373284058,
,,1330926656,1369669847,1373284309,
,,1330926891,1369671186,1373292510,
,,1330927038,1369671484,1373294344,
,,1330927585,1369673825,1373294782,
,,1330928607,1369673940,1373297625,
,,1330928949,1369676343,1373297864,
,,1330929280,1369676530,1373298025,
,,1330929599,1369677372,1373298354,
,,1330930582,1369677479,1373298567,
,,1330930774,1369680090,1373298874,
,,1330931636,1369691420,1373299041,
,,1330932226,1369692406,1373299104,
,,1331005644,1369693817,1373299207,
,,1331006088,1369695197,1373300840,
,,1331006522,1369695593,1373301120,
,,1331006910,1369700012,1373301209,
,,1331007483,1369701898,1373301434,
,,1331008376,1369702107,1373302063,
,,1331011072,1369717845,1373302215,
,,1331011813,1369717913,1373302449,
,,1331252852,1369718216,1373315652,
,,1331253331,1369731785,1373315721,
,,1331253946,1369765251,1373315830,
,,1331254296,1369766188,1373316158,
,,1331260103,1369766406,1373317449,
,,1331260468,1369766747,1373317572,
,,1331260949,1369768540,1373317804,
,,1331261418,1369769815,1373327717,
,,1331261537,1369785818,1373327917,
,,1331261746,1369785994,1373328394,
,,1331262295,1369786517,1373328931,
,,1331263386,1369812537,1373369594,
,,1331263588,1369817034,1373369952,
,,1331264716,1369903980,1373370300,
,,1331265138,1369904398,1373370436,
,,1331265663,1369906044,1373370807,
,,1331266417,1369907601,1373370899,
,,1331267328,1369908740,1373371246,
,,1331267823,1369909128,1373371907,
,,1331268014,1369909533,1373385197,
,,1331399852,1369932100,1373385662,
,,1331399922,1369932254,1373386086,
,,1331400389,1369932332,1373386212,
,,1331401071,1369932436,1373386625,
,,1331401509,1369934140,1373387245,
,,1331401566,1369934175,1373387449,
,,1331403145,1369934551,1373387759,
,,1331403450,1369935854,1373387947,
,,1331404425,1369935933,1373388026,
,,1331405188,1369936704,1373388119,
,,1331405668,1369937025,1373388481,
,,1331405893,1369937204,1373389011,
,,1331406173,1369937366,1373389158,
,,1331406583,1369937505,1373389292,
,,1331406979,1369939437,1373394219,
,,1331427319,1369939740,1373394375,
,,1331428380,1369939935,1373394552,
,,1331428475,1369940053,1373402074,
,,1331428571,1369940126,1373402141,
,,1331429214,1369940198,1373402237,
,,1331429921,1369971220,1373403885,
,,1331430066,1369971518,1373403978,
,,1331430351,1369973666,1373409256,
,,1331430795,1369974407,1373409692,
,,1331431200,1369974458,1373410145,
,,1331431546,1369974754,1373410933,
,,1331431747,1369976374,1373411019,
,,1331432013,1369976421,1373454790,
,,1331432211,1369977614,1373457557,
,,1331433086,1369978839,1373457798,
,,1331433679,1369980721,1373458094,
,,1331434646,1369982870,1373458746,
,,1331434844,1369984492,1373458944,
,,1331435295,1369985386,1373459390,
,,1331435505,1369987373,1373459474,
,,1331436001,1369991999,1373459599,
,,1331436736,1370017895,1373459711,
,,1331436854,1370018000,1373459962,
,,1331436970,1370018710,1373468665,
,,1331437305,1370023950,1373468857,
,,1331438725,1370071616,1373468963,
,,1331440466,1370106699,1373476248,
,,1331440945,1370106819,1373476329,
,,1331474347,1370107216,1373485240,
,,1331482312,1370108371,1373485338,
,,1331482642,1370108804,1373487346,
,,1331482858,1370109487,1373487998,
,,1331483393,1370133817,1373491600,
,,1331483749,1370141737,1373491718,
,,1331484356,1370151144,1373491792,
,,1331484614,1370151277,1373491903,
,,1331485027,1370152719,1373503261,
,,1331486479,1370153730,1373503371,
,,1331486598,1370154482,1373505624,
,,1331504161,1370161528,1373544311,
,,1331504493,1370161666,1373544472,
,,1331504935,1370161673,1373544773,
,,1331505207,1370162856,1373545061,
,,1331505431,1370162995,1373545231,
,,1331506049,1370163280,1373545340,
,,1331506393,1370163411,1373545984,
,,1331506626,1370163606,1373546237,
,,1331512245,1370163662,1373546640,
,,1331513205,1370211459,1373546772,
,,1331513346,1370211615,1373547061,
,,1331513475,1370214103,1373547150,
,,1331513696,1370214277,1373547691,
,,1331514246,1370214435,1373555029,
,,1331514786,1370216372,1373555079,
,,1331516087,1370225562,1373555155,
,,1331516183,1370248767,1373555713,
,,1331516917,1370277583,1373555788,
,,1331517885,1370277697,1373555981,
,,1331518207,1370278072,1373556526,
,,1331518986,1370278152,1373556730,
,,1331519501,1370278356,1373556958,
,,1331519838,1370279192,1373557014,
,,1331520505,1370279287,1373557212,
,,1331520840,1370279599,1373561051,
,,1331521089,1370295652,1373562218,
,,1331521601,1370298921,1373562318,
,,1331522051,1370313545,1373569005,
,,1331522116,1370331646,1373569147,
,,1331523822,1370334240,1373569563,
,,1331524953,1370366689,1373569629,
,,1331526145,1370367008,1373570260,
,,1331527000,1370368755,1373570731,
,,1331557073,1370368812,1373572634,
,,1331557615,1370368885,1373573395,
,,1331557688,1370369312,1373573765,
,,1331557814,1370370201,1373575757,
,,1331557938,1370373110,1373576140,
,,1331558416,1370373208,1373576589,
,,1331558547,1370373607,1373583523,
,,1331558750,1370373675,1373583981,
,,1331559891,1370373892,1373584593,
,,1331560293,1370373919,1373585381,
,,1331562940,1370376325,1373585859,
,,1331565477,1370376672,1373586372,
,,1331565785,1370377249,1373586528,
,,1331566151,1370377452,1373589207,
,,1331566615,1370377611,1373589424,
,,1331566793,1370378271,1373628622,
,,1331572980,1370379224,1373628808,
,,1331573221,1370380146,1373629343,
,,1331573598,1370380946,1373642497,
,,1331573709,1370383724,1373643141,
,,1331573936,1370385597,1373644506,
,,1331575282,1370386157,1373645141,
,,1331649234,1370394359,1373645409,
,,1331689268,1370401835,1373646361,
,,1331690709,1370407700,1373646602,
,,1331690862,1370411547,1373647829,
,,1331691747,1370412154,1373648907,
,,1331692518,1370422000,1373648993,
,,1331692946,1370425729,1373649368,
,,1331693486,1370486212,1373658253,
,,1331694225,1370486271,1373658485,
,,1331694603,1370497275,1373659311,
,,1331695054,1370498592,1373659783,
,,1331696276,1370528459,1373660294,
,,1331696604,1370546616,1373660546,
,,1331697193,1370552753,1373660858,
,,1331697991,1370552897,1373664724,
,,1331698324,1370553234,1373665142,
,,1331698429,1370553762,1373665590,
,,1331698935,1370559814,1373665747,
,,1331700341,1370559881,1373665837,
,,1331701015,1370559930,1373666195,
,,1331702581,1370642550,1373666659,
,,1331703390,1370642769,1373673106,
,,1331704180,1370658946,1373673485,
,,1331704552,1370660597,1373674137,
,,1331738696,1370729101,1373674287,
,,1331738877,1370735754,1373675033,
,,1331739097,1370800293,1373677266,
,,1331739475,1370800964,1373677668,
,,1331739779,1370802005,1373677978,
,,1331740374,1370802860,1373678408,
,,1331740458,1370803161,1373678939,
,,1331740662,1370803387,1373679573,
,,1331741211,1370803554,1373721498,
,,1331741258,1370804027,1373722032,
,,1331741575,1370804630,1373734738,
,,1331741734,1370805066,1373770160,
,,1331741866,1370806890,1373770429,
,,1331742275,1370810419,1373770657,
,,1331742583,1370893290,1373771698,
,,1331742737,1370893499,1373804735,
,,1331743266,1370936206,1373805055,
,,1331743552,1370969364,1373805769,
,,1331743853,1370979016,1373843288,
,,1331744356,1370982833,1373856110,
,,1331744637,1370987529,1373856405,
,,1331749801,1370991284,1373857060,
,,1331750381,1371016799,1373857835,
,,1331750469,1371018002,1373858004,
,,1331750737,1371018262,1373890389,
,,1331750804,1371055451,1373891647,
,,1331750956,1371065266,1373891830,
,,1331751292,1371103941,1373892313,
,,1331751555,1371104360,1373892367,
,,1331751713,1371107499,1373897470,
,,1331752277,1371109408,1373897763,
,,1331752706,1371140745,1373898695,
,,1331775475,1371141303,1373898914,
,,1331775628,1371145881,1373899883,
,,1331775759,1371146533,1373900399,
,,1331776009,1371146640,1373904349,
,,1331776563,1371147025,1373905659,
,,1331777671,1371147181,1373908719,
,,1331777884,1371165802,1373908790,
,,1331778040,1371165976,1373910256,
,,1331779194,1371166415,1373910778,
,,1331780268,1371171844,1373910916,
,,1331780775,1371172937,1373911972,
,,1331781034,1371177686,1373912184,
,,1331781474,1371179171,1373912260,
,,1331781848,1371180534,1373912452,
,,1331781938,1371181307,1373913265,
,,1331782431,1371181434,1373913435,
,,1331782748,1371182087,1373914089,
,,1331782910,1371190692,1373919549,
,,1331783991,1371191150,1373920394,
,,1331823837,1371191219,1373920550,
,,1331841870,1371192856,1373924443,
,,1331842209,1371227487,1373941656,
,,1331842485,1371266436,1373943527,
,,1331843043,1371270106,1373944498,
,,1331843843,1371270398,1373945834,
,,1331844160,1371272076,1373974780,
,,1331844454,1371283304,1373975050,
,,1331844967,1371319586,1373975482,
,,1331845603,1371321355,1373975796,
,,1331845853,1371334647,1373976015,
,,1331846651,1371334706,1373976249,
,,1331847679,1371343795,1373977109,
,,1331848221,1371344045,1373977261,
,,1331848277,1371344371,1373977423,
,,1331848588,1371345290,1373977604,
,,1331848640,1371348434,1373978138,
,,1331848715,1371349242,1373978567,
,,1331849459,1371350184,1373984268,
,,1331849773,1371358393,1373984670,
,,1331850378,1371407447,1373985150,
,,1331851069,1371414027,1373985336,
,,1331851338,1371452487,1373985822,
,,1331851757,1371458178,1373986163,
,,1331851843,1371459708,1373986838,
,,1331852969,1371460657,1373989723,
,,1331854197,1371460917,1373990281,
,,1331854918,1371461669,1373990948,
,,1331856230,1371463643,1373993768,
,,1331856458,1371463746,1373994101,
,,1331856630,1371485858,1373994989,
,,1331857035,1371487963,1373995775,
,,1331858460,1371488798,1373996303,
,,1331859346,1371491159,1373996728,
,,1331860150,1371492457,1373996825,
,,1331860304,1371493784,1373998109,
,,1331860638,1371500655,1373998278,
,,1331862291,1371515890,1373998959,
,,1331863808,1371525060,1373999629,
,,1331864331,1371525707,1374000630,
,,1331864681,1371528372,1374003107,
,,1331865200,1371528705,1374003873,
,,1331865892,1371529359,1374004055,
,,1331866115,1371533623,1374008870,
,,1331867197,1371537436,1374010230,
,,1331867549,1371579070,1374016135,
,,1331867771,1371579531,1374017130,
,,1331868024,1371582234,1374018031,
,,1331868551,1371583251,1374018714,
,,1331868786,1371583509,1374019540,
,,1331869161,1371583920,1374020004,
,,1331869223,1371606053,1374058940,
,,1331869492,1371609493,1374061307,
,,1331869775,1371622072,1374061532,
,,1331870140,1371626809,1374061720,
,,1331870646,1371628202,1374071170,
,,1331872473,1371657468,1374073369,
,,1331872629,1371657604,1374073694,
,,1331873133,1371658419,1374079649,
,,1331873305,1371659449,1374079774,
,,1331873703,1371660685,1374079965,
,,1331874311,1371680629,1374080824,
,,1331875673,1371691176,1374087521,
,,1331876558,1371691257,1374088854,
,,1331877868,1371695410,1374089081,
,,1331878671,1371695995,1374089305,
,,1331879591,1371696983,1374091883,
,,1331880043,1371697787,1374096131,
,,1331880601,1371698084,1374096506,
,,1331882034,1371698297,1374101999,
,,1331882144,1371699234,1374102321,
,,1331882357,1371699364,1374102695,
,,1331882814,1371699451,1374102839,
,,1331883950,1371699550,1374103628,
,,1331884780,1371699660,1374103775,
,,1331885072,1371699791,1374104788,
,,1331885407,1371700624,1374108269,
,,1331915825,1371700683,1374109968,
,,1331916640,1371700799,1374117661,
,,1331917393,1371700886,1374150209,
,,1331955358,1371700903,1374150514,
,,1331967282,1371701023,1374151270,
,,1331968016,1371701117,1374152885,
,,1331970110,1371701456,1374153313,
,,1331970629,1371749029,1374162675,
,,1331971330,1371751745,1374162967,
,,1331971871,1371752778,1374163152,
,,1331972206,1371761290,1374163536,
,,1331972565,1371761313,1374164135,
,,1331973978,1371761529,1374164565,
,,1331976179,1371766965,1374164714,
,,1331976823,1371779890,1374164953,
,,1331977895,1371780002,1374169804,
,,1331979028,1371782592,1374170048,
,,1332007199,1371783332,1374170179,
,,1332007474,1371800699,1374170608,
,,1332007894,1371800865,1374171502,
,,1332008093,1371832726,1374172089,
,,1332010392,1371834424,1374172344,
,,1332010909,1371835600,1374173237,
,,1332014036,1371835863,1374173331,
,,1332018269,1371882518,1374174084,
,,1332019026,1371883414,1374175450,
,,1332036969,1371946072,1374177688,
,,1332041920,1371946154,1374177915,
,,1332042787,1371955981,1374178630,
,,1332043480,1371956630,1374187531,
,,1332043753,1371956964,1374188843,
,,1332043880,1371959879,1374189303,
,,1332044039,1371960073,1374190015,
,,1332045882,1371960368,1374190136,
,,1332086464,1371962802,1374190248,
,,1332086768,1371965771,1374231369,
,,1332089187,1371966061,1374232114,
,,1332089331,1371966218,1374232618,
,,1332089769,1371967493,1374233111,
,,1332089963,1371967534,1374234650,
,,1332090972,1372004453,1374234993,
,,1332091300,1372004851,1374236988,
,,1332091638,1372005761,1374244133,
,,1332093289,1372007460,1374244363,
