Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
,,1441595284,1414141798,1408391650,
,,1441595410,1414141974,1408392424,
,,1441596044,1414142342,1408393087,
,,1441596627,1414142689,1408407151,
,,1441603139,1414142939,1408407805,
,,1441604046,1414143062,1408408635,
,,1441604317,1414143838,1408447560,
,,1441605525,1414163096,1408448297,
,,1441607073,1414163245,1408449351,
,,1441680227,1414163353,1408450372,
,,1441685970,1414163556,1408453631,
,,1441855731,1414166707,1408454574,
,,1441945446,1414166984,1408456723,
,,1441946030,1414167322,1408457325,
,,1441975000,1414167921,1408458776,
,,1441975223,1414168241,1408460783,
,,1442162697,1414189766,1408463526,
,,1442163667,1414190060,1408464518,
,,1442207161,1414197947,1408466003,
,,1442207608,1414198591,1408466563,
,,1442208298,1414199461,1408466851,
,,1442209335,1414210334,1408466959,
,,1442210465,1414210658,1408467171,
,,1442210720,1414210917,1408467388,
,,1442211506,1414212254,1408467998,
,,1442211992,1414212309,1408468357,
,,1442212351,1414212556,1408468685,
,,1442212888,1414212748,1408468854,
,,1442348926,1414212885,1408469105,
,,1442378177,1414213155,1408469199,
,,1442378330,1414213394,1408469305,
,,1442466929,1414213912,1408469440,
,,1442467195,1414214105,1408469545,
,,1442472225,1414216750,1408469892,
,,1442585519,1414218960,1408470079,
,,1442628326,1414219170,1408470171,
,,1442628864,1414220207,1408470345,
,,1442630296,1414253257,1408470528,
,,1442632258,1414253557,1408470903,
,,1442633516,1414253645,1408472694,
,,1442634125,1414253745,1408472822,
,,1442634520,1414254004,1408473438,
,,1442635194,1414255920,1408474077,
,,1442635791,1414256137,1408474678,
,,1442636019,1414256211,1408475312,
,,1442636417,1414256285,1408475316,
,,1442636828,1414256417,1408475708,
,,1442639198,1414256616,1408475897,
,,1442812536,1414257715,1408475923,
,,1442812996,1414257829,1408476157,
,,1442813785,1414257914,1408476529,
,,1442814306,1414257949,1408476825,
,,1442814500,1414258182,1408477084,
,,1442814639,1414258413,1408477411,
,,1442815362,1414258473,1408477871,
,,1442816189,1414259581,1408478219,
,,1442816717,1414261753,1408478680,
,,1442817186,1414339139,1408478876,
,,1442817403,1414376422,1408479481,
,,1442818461,1414376687,1408479760,
,,1442962290,1414383557,1408480277,
,,1442962825,1414384486,1408480681,
,,1442963912,1414384726,1408480937,
,,1442964232,1414385228,1408481606,
,,1442964458,1414385435,1408531090,
,,1442965136,1414386105,1408531827,
,,1442966041,1414386323,1408532463,
,,1442966101,1414386476,1408532475,
,,1442966857,1414386549,1408533187,
,,1442967612,1414387121,1408533614,
,,1442969080,1414387417,1408534030,
,,1442969980,1414387590,1408534583,
,,1442971134,1414387659,1408535069,
,,1442972150,1414388238,1408539793,
,,1442972513,1414388846,1408540247,
,,1442972623,1414391150,1408540574,
,,1442983468,1414392306,1408540987,
,,1442984486,1414425583,1408541522,
,,1442985252,1414425929,1408541738,
,,1442986447,1414426087,1408542192,
,,1442986827,1414426161,1408543436,
,,1442987243,1414426659,1408543818,
,,1442989547,1414427182,1408545287,
,,1442990172,1414427610,1408546467,
,,1442990768,1414427952,1408546579,
,,1442992073,1414428105,1408548565,
,,1442997859,1414428227,1408548874,
,,1442998625,1414429249,1408550110,
,,1443000199,1414429500,1408553130,
,,1443079720,1414430387,1408553554,
,,1443081058,1414430574,1408555565,
,,1443081595,1414432046,1408556274,
,,1443139055,1414432285,1408556359,
,,1443139427,1414432403,1408556905,
,,1443139903,1414433372,1408557096,
,,1443144013,1414447093,1408557353,
,,1443145052,1414447873,1408557688,
,,1443145180,1414449066,1408557850,
,,1443146520,1414464051,1408558079,
,,1443146804,1414464747,1408558380,
,,1443151609,1414465563,1408558649,
,,1443151918,1414466037,1408559227,
,,1443152330,1414466232,1408559678,
,,1443152704,1414469952,1408560159,
,,1443153732,1414470104,1408560567,
,,1443154310,1414470489,1408560750,
,,1443154534,1414471099,1408560913,
,,1443155956,1414472009,1408562619,
,,1443156264,1414472234,1408562764,
,,1443156685,1414473431,1408563084,
,,1443157004,1414473533,1408564237,
,,1443158021,1414474150,1408564764,
,,1443158223,1414475654,1408565449,
,,1443158256,1414484755,1408565769,
,,1443160021,1414486118,1408566047,
,,1443160342,1414487484,1408566636,
,,1443160668,1414508996,1408567414,
,,1443160737,1414512467,1408567570,
,,1443163357,1414558582,1408567858,
,,1443165317,1414559177,1408568533,
,,1443165714,1414560072,1408568900,
,,1443165801,1414560373,1408569087,
,,1443166370,1414563237,1408569272,
,,1443166652,1414565147,1408569695,
,,1443167823,1414565607,1408569863,
,,1443168840,1414567990,1408571825,
,,1443170468,1414568161,1408572087,
,,1443170626,1414568278,1408572544,
,,1443170704,1414568440,1408572865,
,,1443246796,1414598500,1408572943,
,,1443282348,1414598605,1408578334,
,,1443282682,1414598755,1408578675,
,,1443315560,1414603857,1408581797,
,,1443317686,1414613433,1408582132,
,,1443319413,1414613507,1408618096,
,,1443319604,1414613812,1408618269,
,,1443320064,1414614024,1408618789,
,,1443320649,1414614148,1408619689,
,,1443320984,1414614198,1408620110,
,,1443329908,1414614288,1408623656,
,,1443330122,1414614532,1408623995,
,,1443330495,1414614608,1408624169,
,,1443330833,1414615088,1408625114,
,,1443331198,1414615238,1408625397,
,,1443331562,1414615688,1408625896,
,,1443332612,1414615795,1408625994,
,,1443333190,1414616903,1408626356,
,,1443333616,1414627195,1408626421,
,,1443335729,1414627310,1408626916,
,,1443336820,1414627455,1408627165,
,,1443336994,1414627685,1408627640,
,,1443337147,1414648321,1408630082,
,,1443337717,1414648830,1408630761,
,,1443338606,1414648934,1408631028,
,,1443340085,1414653486,1408631418,
,,1443341280,1414656405,1408631834,
,,1443342649,1414656537,1408632551,
,,1443342889,1414657135,1408632869,
,,1443344109,1414658348,1408633650,
,,1443387705,1414658589,1408633820,
,,1443395621,1414658717,1408633957,
,,1443395782,1414658977,1408634051,
,,1443396189,1414659319,1408634151,
,,1443397238,1414659802,1408634426,
,,1443400063,1414659884,1408634554,
,,1443418096,1414660407,1408635179,
,,1443418949,1414661155,1408635608,
,,1443419197,1414662100,1408635903,
,,1443420397,1414662160,1408636029,
,,1443420506,1414685279,1408636123,
,,1443421398,1414693629,1408636416,
,,1443421779,1414694118,1408636569,
,,1443422209,1414694505,1408637670,
,,1443424370,1414695597,1408638114,
,,1443424721,1414699941,1408638987,
,,1443425239,1414701790,1408640839,
,,1443797229,1414702437,1408641895,
,,1443909000,1414702676,1408642169,
,,1443909573,1414702900,1408642420,
,,1443951206,1414714326,1408642783,
,,1443951524,1414715258,1408643216,
,,1443952131,1414717998,1408643394,
,,1443952585,1414718423,1408643867,
,,1443953319,1414718572,1408643958,
,,1443953583,1414731730,1408644464,
,,1443953811,1414734027,1408644674,
,,1443953973,1414735493,1408644845,
,,1443954208,1414807580,1408644904,
,,1443955103,1414807971,1408645747,
,,1443955432,1414808067,1408645926,
,,1443956131,1414808114,1408646263,
,,1443956773,1414808228,1408646793,
,,1443957060,1414808305,1408647122,
,,1443957292,1414808486,1408648201,
,,1443957778,1414815960,1408648642,
,,1443958651,1414816681,1408648743,
,,1443960358,1414817764,1408648957,
,,1443960871,1414824226,1408649156,
,,1443962225,1414833462,1408650636,
,,1443994224,1414833499,1408650739,
,,1443994983,1414834052,1408650848,
,,1444018784,1414834344,1408651219,
,,1444019175,1414834778,1408651610,
,,1444019331,1414834943,1408653693,
,,1444019451,1414835249,1408655072,
,,1444020113,1414835795,1408660401,
,,1444020214,1414858523,1408661210,
,,1444021923,1414858610,1408661406,
,,1444021967,1414858714,1408664665,
,,1444022385,1414865584,1408664947,
,,1444023233,1414872975,1408665328,
,,1444059462,1414873036,1408665928,
,,1444189812,1414877003,1408670935,
,,1444190698,1414877075,1408671140,
,,1444191328,1414879279,1408671346,
,,1444191833,1414879318,1408671553,
,,1444195376,1414895440,1408702211,
,,1444195599,1414895746,1408702487,
,,1444195993,1414898087,1408703072,
,,1444196268,1414900250,1408705768,
,,1444196941,1414903175,1408706673,
,,1444198518,1414903237,1408707077,
,,1444199213,1414903592,1408707629,
,,1444199282,1414904235,1408709269,
,,1444250479,1414904792,1408711463,
,,1444252032,1414906503,1408711564,
,,1444252223,1414909643,1408718428,
,,1444252584,1414910714,1408718619,
,,1444252824,1414910904,1408722670,
,,1444253020,1414942499,1408722887,
,,1444253146,1414944081,1408723213,
,,1444253936,1414945451,1408723649,
,,1444284028,1414945650,1408723853,
,,1444284372,1414945842,1408724230,
,,1444284480,1414947406,1408725879,
,,1444284771,1414947524,1408726470,
,,1444284998,1414947550,1408726951,
,,1444285822,1414948276,1408727920,
,,1444286591,1414950175,1408730631,
,,1444287437,1414958077,1408731744,
,,1444287925,1414959462,1408733855,
,,1444288523,1414960643,1408734525,
,,1444288805,1414968188,1408735020,
,,1444289100,1414986502,1408735489,
,,1444314306,1414991537,1408736998,
,,1444317222,1414998475,1408737229,
,,1444335646,1415028931,1408738185,
,,1444336039,1415033940,1408738714,
,,1444337065,1415040863,1408739992,
,,1444365667,1415041130,1408740527,
,,1444366083,1415041609,1408741244,
,,1444385102,1415041728,1408742366,
,,1444385633,1415053679,1408742488,
,,1444386036,1415054540,1408744018,
,,1444386291,1415055247,1408744189,
,,1444386421,1415071000,1408746205,
,,1444386679,1415071532,1408747274,
,,1444389077,1415071887,1408751544,
,,1444389772,1415077605,1408752790,
,,1444389930,1415082974,1408753057,
,,1444390546,1415083448,1408756004,
,,1444390949,1415121254,1408788026,
,,1444391437,1415125336,1408789039,
,,1444391688,1415139513,1408789789,
,,1444391862,1415144216,1408791680,
,,1444508970,1415144397,1408793245,
,,1444509833,1415153746,1408793753,
,,1444511043,1415161098,1408793966,
,,1444511288,1415163424,1408794133,
,,1444511395,1415166118,1408794359,
,,1444511681,1415166286,1408794677,
,,1444512695,1415167299,1408797288,
,,1444514152,1415178104,1408802011,
,,1444514496,1415179675,1408802491,
,,1444532961,1415180168,1408804227,
,,1444534018,1415180354,1408804401,
,,1444534680,1415181853,1408804650,
,,1444534952,1415183791,1408805102,
,,1444535031,1415184005,1408805654,
,,1444535249,1415184208,1408805754,
,,1444535607,1415185148,1408805985,
,,1444536010,1415185428,1408806611,
,,1444538918,1415186723,1408811179,
,,1444545988,1415186766,1408811398,
,,1444548756,1415187346,1408811627,
,,1444549291,1415207727,1408811692,
,,1444549388,1415207748,1408811805,
,,1444549467,1415207865,1408812007,
,,1444550583,1415207991,1408812918,
,,1444550804,1415208209,1408813163,
,,1444551048,1415208597,1408813299,
,,1444551392,1415210194,1408813487,
,,1444551613,1415210500,1408834264,
,,1444581412,1415210547,1408834693,
,,1444595424,1415210806,1408835635,
,,1444596550,1415210969,1408882411,
,,1444640262,1415211327,1408882566,
,,1444640907,1415221576,1408884114,
,,1444641650,1415221743,1408884349,
,,1444641797,1415222265,1408884445,
,,1444642112,1415222861,1408884838,
,,1444642767,1415223158,1408887028,
,,1444642893,1415223587,1408887806,
,,1444643468,1415223880,1408888687,
,,1444643625,1415224044,1408889131,
,,1444647559,1415224146,1408889239,
,,1444648853,1415224175,1408891650,
,,1444682808,1415224280,1408892300,
,,1444684776,1415225223,1408913245,
,,1444685590,1415225528,1408913378,
,,1444686561,1415226899,1408913964,
,,1444688141,1415227181,1408914890,
,,1444688421,1415227233,1408916033,
,,1444688588,1415227433,1408919152,
,,1444689152,1415227522,1408919845,
,,1444689417,1415228795,1408920762,
,,1444689889,1415230228,1408921703,
,,1444690678,1415231604,1408922492,
,,1444691364,1415231747,1408923421,
,,1444691561,1415233002,1408924244,
,,1444691641,1415233762,1408925132,
,,1444693220,1415234170,1408925401,
,,1444693655,1415234331,1408925718,
,,1444695433,1415234508,1408926312,
,,1444695590,1415234641,1408927547,
,,1444695931,1415234753,1408927736,
,,1444696284,1415234967,1408928180,
,,1444696386,1415242105,1408928380,
,,1444697533,1415242930,1408928818,
,,1444697990,1415250844,1408929047,
,,1444698671,1415250944,1408965013,
,,1444699371,1415251265,1408965138,
,,1444700814,1415252793,1408965306,
,,1444701720,1415253845,1408965404,
,,1444737029,1415254526,1408965590,
,,1444766686,1415254917,1408965946,
,,1444766855,1415255084,1408966037,
,,1444767013,1415255136,1408967568,
,,1444767662,1415255385,1408967707,
,,1444768179,1415255493,1408967829,
,,1444768897,1415255708,1408973616,
,,1444769283,1415255762,1408975821,
,,1444770034,1415264429,1408975911,
,,1444770501,1415264983,1408977590,
,,1444770670,1415266885,1408978711,
,,1444771222,1415268698,1408981970,
,,1444771563,1415269066,1408982335,
,,1444771989,1415269130,1408982807,
,,1444772862,1415292808,1408983178,
,,1444815719,1415295698,1408984962,
,,1444816164,1415297399,1408985134,
,,1444917320,1415297464,1408985464,
,,1444919158,1415297650,1408985676,
,,1444920312,1415297889,1408985894,
,,1444949983,1415298089,1408986252,
,,1444950226,1415298428,1408987250,
,,1444950647,1415299201,1408988270,
,,1444951116,1415299600,1408988632,
,,1444951365,1415304467,1408988847,
,,1444952016,1415304663,1408988981,
,,1444952317,1415304811,1408989350,
,,1444953126,1415307042,1408990394,
,,1444953789,1415308437,1408991046,
,,1444954139,1415308614,1408992792,
,,1444954597,1415308919,1408993034,
,,1444954909,1415309306,1408993699,
,,1444955364,1415310801,1408993802,
,,1444955912,1415310855,1408994184,
,,1444955913,1415314160,1408994518,
,,1444957165,1415314412,1408994998,
,,1444958685,1415325684,1408995146,
,,1444959977,1415329530,1408995227,
,,1444960238,1415335412,1408995426,
,,1444961109,1415336125,1408998576,
,,1444962532,1415340963,1409000112,
,,1444963124,1415341427,1409000430,
,,1445001489,1415341873,1409000596,
,,1445002546,1415342413,1409000717,
,,1445002828,1415346154,1409003813,
,,1445139135,1415373862,1409003977,
,,1445355055,1415374968,1409004152,
,,1445356597,1415376055,1409004361,
,,1445358013,1415380068,1409004541,
,,1445358383,1415393693,1409004823,
,,1445358725,1415393871,1409006821,
,,1445360489,1415394379,1409006974,
,,1445361245,1415394417,1409007686,
,,1445394473,1415403863,1409008146,
,,1445395056,1415404342,1409010043,
,,1445395758,1415404783,1409011197,
,,1445424380,1415412809,1409011318,
,,1445530075,1415427117,1409012125,
,,1445745978,1415428034,1409012542,
,,1445747745,1415429031,1409013116,
,,1445749092,1415429594,1409013573,
,,1445749373,1415429815,1409013897,
,,1445750530,1415430094,1409014296,
,,1446009027,1415430240,1409014655,
,,1446010112,1415430769,1409015372,
,,1446010726,1415439486,1409051424,
,,1446011167,1415439985,1409051575,
,,1446012827,1415440019,1409051760,
,,1446013895,1415440581,1409051819,
,,1446136848,1415441611,1409051966,
,,1446140330,1415464819,1409052676,
,,1446142357,1415467320,1409054045,
,,1446229445,1415468102,1409057512,
,,1446310608,1415468618,1409057727,
,,1446408531,1415468986,1409058195,
,,1446409432,1415469291,1409058463,
,,1446533414,1415469509,1409062686,
,,1446786363,1415469549,1409065407,
,,1447017667,1415469595,1409065491,
,,1447033397,1415469880,1409065611,
,,1447033687,1415470129,1409067929,
,,1447035485,1415471163,1409068204,
,,1447035858,1415471285,1409083896,
,,1447037102,1415471552,1409084006,
,,1447038741,1415471658,1409086010,
,,1447039459,1415471814,1409086226,
,,1447040365,1415472166,1409086392,
,,1447042445,1415472552,1409088494,
,,1447043029,1415473259,1409090524,
,,1447044091,1415503602,1409090932,
,,1447044410,1415504807,1409091965,
,,1447044747,1415509885,1409092765,
,,1447045782,1415509974,1409096066,
,,1447047849,1415510247,1409096262,
,,1447048913,1415510306,1409096395,
,,1447049549,1415510670,1409097187,
,,1447644187,1415512225,1409097277,
,,1447644319,1415515333,1409097778,
,,1447644731,1415515393,1409098384,
,,1447646054,1415517503,1409099575,
,,1447646989,1415543910,1409100338,
,,1447747599,1415544426,1409100612,
,,1447748367,1415544719,1409102434,
,,1447748878,1415544906,1409102628,
,,1447750004,1415547810,1409104196,
,,1447751466,1415551225,1409138483,
,,1447752708,1415556294,1409138623,
,,1447755330,1415556459,1409138708,
,,1447757058,1415559139,1409138832,
,,1447761142,1415559269,1409138881,
,,1447820812,1415559552,1409138939,
,,1447830233,1415593985,1409139225,
,,1447830734,1415594133,1409139660,
,,1447831339,1415600883,1409140129,
,,1447831668,1415602027,1409145453,
,,1447831857,1415604391,1409145636,
,,1447832039,1415635110,1409147231,
,,1447832250,1415641298,1409147445,
,,1447832531,1415641459,1409147576,
,,1447832897,1415641587,1409147918,
,,1447862938,1415641852,1409147975,
,,1447899569,1415641946,1409148032,
,,1447901528,1415642431,1409148900,
,,1447902394,1415642528,1409148974,
,,1447902763,1415643986,1409149154,
,,1447905415,1415644504,1409151944,
,,1447986887,1415644670,1409152167,
,,1447988346,1415644805,1409152278,
,,1447989085,1415645091,1409152619,
,,1447997020,1415645360,1409153670,
,,1447997708,1415645582,1409153812,
,,1447998691,1415645706,1409153927,
,,1447999263,1415645757,1409155175,
,,1448000373,1415645803,1409155267,
,,1448000626,1415645869,1409155327,
,,1448001684,1415646259,1409156019,
,,1448002037,1415646521,1409156772,
,,1448002745,1415646715,1409157549,
,,1448003275,1415646757,1409158681,
,,1448004019,1415646840,1409158792,
,,1448089292,1415648043,1409159036,
,,1448090110,1415648105,1409159598,
,,1448214556,1415648200,1409159822,
,,1448215253,1415664957,1409160030,
,,1448215363,1415666242,1409160058,
,,1448215637,1415666302,1409162106,
,,1448215817,1415666431,1409164457,
,,1448217818,1415666520,1409167232,
,,1448219504,1415666580,1409167502,
,,1448230062,1415666714,1409169352,
,,1448230755,1415666791,1409169822,
,,1448231075,1415666983,1409170416,
,,1448231516,1415667079,1409172415,
,,1448238629,1415667112,1409173254,
,,1448261607,1415667130,1409173434,
,,1448262243,1415672091,1409173616,
,,1448262764,1415675437,1409173869,
,,1448263766,1415675516,1409177338,
,,1448264110,1415676341,1409177480,
,,1448264880,1415676382,1409177670,
,,1448265305,1415676995,1409178881,
,,1448265620,1415677269,1409179077,
,,1448267182,1415677320,1409179236,
,,1448268246,1415677757,1409179403,
,,1448268653,1415677883,1409179638,
,,1448269538,1415681257,1409180171,
,,1448270395,1415681436,1409183187,
,,1448270820,1415681699,1409183471,
,,1448271040,1415681801,1409183699,
,,1448313162,1415682044,1409184524,
,,1448322095,1415682189,1409184793,
,,1448324276,1415682756,1409185044,
,,1448324476,1415690433,1409187240,
,,1448324838,1415692316,1409187567,
,,1448325165,1415695273,1409187782,
,,1448325313,1415715780,1409224575,
,,1448331858,1415717063,1409224793,
,,1448335421,1415724205,1409225202,
,,1448336382,1415724406,1409225270,
,,1448338378,1415724450,1409225418,
,,1448339173,1415725391,1409225753,
,,1448339246,1415725497,1409226460,
,,1448339272,1415725870,1409227067,
,,1448340317,1415727494,1409230785,
,,1448355210,1415727667,1409231901,
,,1448355877,1415727976,1409234339,
,,1448356868,1415728156,1409234452,
,,1448366334,1415728330,1409234561,
,,1448495521,1415729171,1409236013,
,,1448676364,1415729277,1409236492,
,,1448686109,1415737096,1409236890,
,,1448687214,1415737140,1409237181,
,,1448687536,1415737204,1409237512,
,,1448688591,1415737322,1409238119,
,,1448688905,1415754659,1409238509,
,,1448689248,1415754897,1409238585,
,,1448735858,1415759988,1409239121,
,,1448736527,1415760231,1409239357,
,,1448736884,1415760380,1409239576,
,,1448737191,1415761213,1409241143,
,,1448770422,1415763114,1409243753,
,,1448771009,1415765025,1409246186,
,,1448771333,1415765610,1409247882,
,,1448773745,1415767114,1409247914,
,,1448775158,1415767466,1409249814,
,,1448775430,1415767676,1409250423,
,,1448777445,1415768218,1409251130,
,,1448804752,1415768458,1409251182,
,,1448805056,1415768607,1409251329,
,,1448805620,1415804944,1409251501,
,,1448807282,1415805351,1409251643,
,,1448807770,1415805718,1409251798,
,,1448808075,1415810858,1409252265,
,,1448854728,1415810937,1409252383,
,,1448855730,1415810993,1409252432,
,,1448856224,1415812453,1409252486,
,,1448856653,1415820623,1409252587,
,,1448857867,1415828014,1409252606,
,,1448858684,1415832830,1409253029,
,,1448860028,1415851995,1409253099,
,,1448861338,1415853231,1409253564,
,,1448861822,1415853856,1409253694,
,,1448864480,1415854003,1409253778,
,,1448865000,1415854186,1409253870,
,,1448865183,1415854331,1409253902,
,,1448865466,1415862934,1409254101,
,,1448865616,1415863700,1409254437,
,,1448865947,1415864831,1409255989,
,,1448896251,1415864960,1409256178,
,,1449021653,1415897065,1409256328,
,,1449022906,1415897156,1409257799,
,,1449030134,1415897355,1409258258,
,,1449030444,1415897478,1409258293,
,,1449030899,1415897539,1409258469,
,,1449031924,1415902171,1409258644,
,,1449054595,1415902235,1409258722,
,,1449095179,1415902401,1409258807,
,,1449096230,1415902474,1409259257,
,,1449097976,1415902530,1409259345,
,,1449098442,1415902568,1409259424,
,,1449098914,1415903063,1409260102,
,,1449099740,1415910264,1409260162,
,,1449100734,1415910326,1409260222,
,,1449100979,1415910823,1409260972,
,,1449112400,1415910922,1409261491,
,,1449114136,1415911169,1409261630,
,,1449114501,1415911368,1409261663,
,,1449116146,1415911404,1409261696,
,,1449116414,1415913126,1409261750,
,,1449119636,1415914030,1409261780,
,,1449120678,1415915356,1409262238,
,,1449121453,1415915686,1409262340,
,,1449121955,1415915936,1409263139,
,,1449123434,1415916143,1409317607,
,,1449124115,1415917586,1409318145,
,,1449214337,1415933965,1409319460,
,,1449216273,1415946005,1409319707,
,,1449216687,1415947326,1409320000,
,,1449222293,1415947554,1409320082,
,,1449222645,1415947759,1409322959,
,,1449222896,1415947970,1409323164,
,,1449223083,1415951588,1409323380,
,,1449223229,1415952464,1409328715,
,,1449223523,1415980193,1409329093,
,,1449224300,1415984129,1409329260,
,,1449264877,1415984258,1409329356,
,,1449265007,1415984367,1409330424,
,,1449298999,1415984517,1409331158,
,,1449300051,1415984891,1409331262,
,,1449300568,1415985408,1409331840,
,,1449488180,1415986244,1409331924,
,,1449493831,1415986826,1409331989,
,,1449636142,1415986950,1409332241,
,,1449637310,1415987193,1409332547,
,,1449980549,1415987249,1409333356,
,,1449983448,1415987304,1409334645,
,,1449985309,1415987409,1409334744,
,,1450100546,1415987669,1409335743,
,,1450187356,1415988535,1409336059,
,,1450197743,1415988947,1409336111,
,,1450413088,1415989417,1409336359,
,,1450414262,1415989585,1409336990,
,,1450414640,1415990114,1409337155,
,,1450676325,1416005071,1409337548,
,,1450743585,1416005232,1409337765,
,,1450824316,1416005532,1409338064,
,,1450825245,1416008143,1409339072,
,,1450826165,1416008359,1409339295,
,,1450826218,1416019594,1409339920,
,,1450826909,1416022148,1409340360,
,,1450995031,1416022240,1409340476,
,,1450996838,1416022374,1409340678,
,,1451106331,1416029137,1409340837,
,,1451107183,1416073237,1409340889,
,,1451108135,1416074553,1409341355,
,,1451108463,1416075274,1409341448,
,,1451108618,1416077011,1409343252,
,,1451108929,1416079117,1409343395,
,,1451259665,1416079226,1409343454,
,,1451260863,1416079402,1409346338,
,,1451261013,1416079484,1409347019,
,,1451261568,1416079643,1409347241,
,,1451262172,1416079865,1409351476,
,,1451262361,1416079930,1409351611,
,,1451265188,1416080024,1409351665,
,,1451265757,1416080103,1409351821,
,,1451266132,1416080526,1409352025,
,,1451266748,1416080574,1409352345,
,,1451267016,1416082463,1409354874,
,,1451267940,1416082518,1409355035,
,,1451268173,1416082587,1409355160,
,,1451270249,1416082633,1409355416,
,,1451271730,1416082701,1409355696,
,,1451273897,1416082795,1409355846,
,,1451274178,1416082888,1409355958,
,,1451274424,1416083027,1409356153,
,,1451275172,1416083442,1409356188,
,,1451275881,1416083840,1409358894,
,,1451276270,1416084740,1409359065,
,,1451277180,1416084977,1409359249,
,,1451277367,1416085737,1409359476,
,,1451278052,1416086551,1409359889,
,,1451278869,1416087012,1409360444,
,,1451279238,1416087253,1409361144,
,,1451279814,1416094779,1409361610,
,,1451280601,1416095680,1409361840,
,,1451280886,1416095856,1409361972,
,,1451280980,1416126545,1409362062,
,,1451281774,1416126697,1409362279,
,,1451282366,1416126881,1409362491,
,,1451282514,1416126987,1409362790,
,,1451283493,1416127268,1409362929,
,,1451283951,1416127695,1409363009,
,,1451284761,1416127744,1409363540,
,,1451285747,1416154191,1409363634,
,,1451286449,1416154674,1409364965,
,,1451286627,1416154767,1409398297,
,,1451286712,1416156321,1409405404,
,,1451287110,1416156425,1409406156,
,,1451287904,1416156667,1409406414,
,,1451357703,1416156860,1409406809,
,,1451357922,1416156947,1409407778,
,,1451358242,1416157032,1409408312,
,,1451359070,1416157349,1409408683,
,,1451359615,1416157538,1409408900,
,,1451360385,1416157708,1409409957,
,,1451360523,1416158141,1409410195,
,,1451360877,1416159612,1409410602,
,,1451361357,1416159674,1409410794,
,,1451361777,1416159779,1409411443,
,,1451361904,1416160287,1409411679,
,,1451362223,1416160411,1409424251,
,,1451362419,1416160490,1409424351,
,,1451362957,1416171910,1409424502,
,,1451363397,1416172042,1409436998,
,,1451367285,1416172144,1409437462,
,,1451367626,1416172199,1409438156,
,,1451414576,1416174781,1409438314,
,,1451414837,1416174958,1409438690,
,,1451415787,1416175004,1409439227,
,,1451416152,1416175162,1409439582,
,,1451416617,1416175290,1409439694,
,,1451416804,1416175514,1409439965,
,,1451417263,1416176661,1409440357,
,,1451417315,1416177053,1409442605,
,,1451417801,1416190898,1409443145,
,,1451418925,1416190957,1409443428,
,,1451419908,1416191030,1409443988,
,,1451421762,1416191589,1409444755,
,,1451422437,1416191796,1409447344,
,,1451424133,1416192552,1409448701,
,,1451425673,1416192910,1409449356,
,,1451426901,1416196831,1409449673,
,,1451429621,1416198960,1409449947,
,,1451430519,1416199681,1409450675,
,,1451434828,1416201039,1409450927,
,,1451435497,1416201129,1409453073,
,,1451435817,1416201221,1409453802,
,,1451436610,1416204646,1409454482,
,,1451448620,1416205164,1409454630,
,,1451449450,1416205523,1409487161,
,,1451450295,1416205608,1409487671,
,,1451450646,1416205673,1409488084,
,,1451451290,1416205703,1409494812,
,,1451451573,1416205761,1409495615,
,,1451452162,1416205786,1409500266,
,,1451453087,1416205905,1409501532,
,,1451455338,1416239086,1409506426,
,,1451455439,1416239141,1409512889,
,,1451455801,1416239286,1409522873,
,,1451458169,1416239358,1409523657,
,,1451459247,1416246436,1409524737,
,,1451461059,1416246500,1409525681,
,,1451461287,1416248908,1409526257,
,,1451462132,1416248987,1409526359,
,,1451541048,1416250538,1409526511,
,,1451541997,1416250642,1409534347,
,,1451544465,1416250977,1409535426,
,,,1416251205,1409535788,
,,,1416251407,1409536546,
,,,1416251486,1409536909,
,,,1416252628,1409537169,
,,,1416252738,1409537960,
,,,1416253264,1409538398,
,,,1416265641,1409538938,
,,,1416265744,1409540320,
,,,1416279620,1409540668,
,,,1416279727,1409541817,
,,,1416279951,1409541942,
,,,1416281217,1409542804,
,,,1416281313,1409571184,
,,,1416285070,1409571744,
,,,1416285603,1409571770,
,,,1416286240,1409572705,
,,,1416289377,1409583058,
,,,1416289589,1409583323,
,,,1416301063,1409585686,
,,,1416333222,1409586013,
,,,1416333353,1409586198,
,,,1416334163,1409586279,
,,,1416335690,1409586494,
,,,1416335861,1409586964,
,,,1416372331,1409587185,
,,,1416372602,1409587381,
,,,1416374662,1409587598,
,,,1416374779,1409589385,
,,,1416374868,1409598880,
,,,1416375323,1409599268,
,,,1416376208,1409599407,
,,,1416376782,1409599429,
,,,1416376886,1409599753,
,,,1416377697,1409600111,
,,,1416378145,1409601184,
,,,1416378247,1409601726,
,,,1416379590,1409601995,
,,,1416380680,1409605255,
,,,1416380765,1409606267,
,,,1416381412,1409606823,
,,,1416381970,1409607797,
,,,1416382356,1409608840,
,,,1416382554,1409609210,
,,,1416382856,1409609336,
,,,1416383634,1409612639,
,,,1416384095,1409613349,
,,,1416384843,1409618844,
,,,1416385022,1409618973,
,,,1416386080,1409619328,
,,,1416386165,1409619417,
,,,1416386819,1409619640,
,,,1416387087,1409619685,
,,,1416388420,1409620579,
,,,1416388866,1409620865,
